"","brewery_name","review_time","review_aroma","review_appearance","beer_style","review_palate","review_taste","beer_name","beer_abv"
"750","Victory Brewing Company",1278381443,4.5,3.5,"American Barleywine",3,4.5,"Old Horizontal",11
"751","Victory Brewing Company",1287534086,4,2,"Weizenbock",4,4,"Moonglow Weizenbock",8.7
"752","Victory Brewing Company",1305685916,4,4,"Saison / Farmhouse Ale",4,3.5,"Saison Du BUFF",6.8
"753","Tröegs Brewing Company",1222993233,4,4.5,"Doppelbock",4.5,4.5,"Troegenator Double Bock",8.2
"754","Tröegs Brewing Company",1163514110,4,3.5,"Belgian Strong Dark Ale",3.5,4,"Tröegs Mad Elf",11
"755","Victory Brewing Company",1300839569,3.5,4,"American Pale Ale (APA)",3,3.5,"Headwaters Pale Ale",5.1
"756","Tröegs Brewing Company",1202614570,4.5,4,"Belgian Strong Dark Ale",4.5,4.5,"Tröegs Mad Elf",11
"757","Tröegs Brewing Company",1213414859,3.5,4,"American Pale Ale (APA)",4,3.5,"Tröegs Pale Ale",5.4
"758","Tröegs Brewing Company",1196984980,3,4,"American Porter",3,4.5,"Tröegs Dead Reckoning Porter",5.4
"759","Victory Brewing Company",1305674697,2.5,4.5,"American Pale Ale (APA)",4,4.5,"Headwaters Pale Ale",5.1
"760","Tröegs Brewing Company",1291381491,3.5,4,"Belgian Strong Dark Ale",4,4,"Tröegs Mad Elf",11
"761","Tröegs Brewing Company",1140824729,4,4,"American Amber / Red Ale",3.5,4.5,"Tröegs Nugget Nectar",7.5
"762","Tröegs Brewing Company",1274103095,3.5,3,"Roggenbier",3.5,3.5,"Scratch Beer 28 - 2010 (Troggen Roggen)",6.1
"763","Victory Brewing Company",1286579747,3.5,4.5,"American IPA",4,4,"HopDevil Ale",6.7
"764","Victory Brewing Company",1166501634,4,4.5,"German Pilsener",4,4,"Prima Pils",5.3
"765","Victory Brewing Company",1239472267,3.5,4,"American Double / Imperial IPA",4,4,"Hop Wallop",8.5
"766","Tröegs Brewing Company",1294973649,3.5,4,"American IPA",3.5,3.5,"Scratch Beer 40 - 2010 (IPA #4 Of 4)",8.1
"767","Yards Brewing Co.",1310402617,3.5,4,"English Porter",3.5,3.5,"General Washington's Tavern Porter",7
"768","Tröegs Brewing Company",1205640533,5,4.5,"American Amber / Red Ale",5,5,"Tröegs Nugget Nectar",7.5
"769","Yards Brewing Co.",1238700706,4,3.5,"English Dark Mild Ale",4,3.5,"Brawler Pugilist Style Ale",4.2
"770","Victory Brewing Company",1116210755,4.5,4,"Quadrupel (Quad)",4.5,5,"V-Twelve",12
"771","Tröegs Brewing Company",1292300573,3.5,4,"Oatmeal Stout",3,4,"Tröegs Java Head Stout",7.5
"772","Victory Brewing Company",1204243062,4.5,4,"Russian Imperial Stout",4,4,"Storm King Stout",9.1
"773","Victory Brewing Company",1285637927,4.5,4,"Märzen / Oktoberfest",4,4,"Festbier",5.6
"774","Yards Brewing Co.",1324089918,4,4,"English India Pale Ale (IPA)",4,3.5,"India Pale Ale",7
"775","Tröegs Brewing Company",1287850258,4,4,"Oatmeal Stout",4,3.5,"Tröegs Java Head Stout",7.5
"776","Tröegs Brewing Company",1270781231,4.5,4,"American Amber / Red Ale",4.5,5,"Tröegs Nugget Nectar",7.5
"777","Tröegs Brewing Company",1061209127,4,4,"American Amber / Red Ale",3,3,"Tröegs Hopback Amber Ale",6
"778","Victory Brewing Company",1301013056,5,4,"American Pale Ale (APA)",3,4,"Headwaters Pale Ale",5.1
"779","Yuengling Brewery ",1124693331,3,4,"American Porter",2.5,3,"Yuengling Porter (Dark Brewed)",4.7
"780","Tröegs Brewing Company",1241996403,4,4,"Rye Beer",4,3.5,"Scratch Beer 18 - 2009",7.3
"781","Yuengling Brewery ",1253831454,3.5,4,"American Amber / Red Lager",4,3.5,"Yuengling Traditional Lager",4.4
"782","Victory Brewing Company",1310402136,2.5,4,"Russian Imperial Stout",4,3.5,"Storm King Stout",9.1
"783","Victory Brewing Company",1289184835,3,4,"American IPA",3.5,3.5,"HopDevil Ale",6.7
"784","Victory Brewing Company",1262558873,4,4,"German Pilsener",3.5,3.5,"Braumeister Pils",5.5
"785","Tröegs Brewing Company",1308885531,4,4,"German Pilsener",4,4.5,"Tröegs Sunshine Pils",5.3
"786","Victory Brewing Company",1264551389,3.5,4,"Belgian Pale Ale",5,4,"Abbey 5",NA
"787","Tröegs Brewing Company",1264654544,4.5,4,"American Amber / Red Ale",4,5,"Tröegs Nugget Nectar",7.5
"788","Tröegs Brewing Company",1297987192,4.5,4,"American Amber / Red Ale",4.5,4.5,"Tröegs Nugget Nectar",7.5
"789","Victory Brewing Company",1233446162,4.5,4.5,"German Pilsener",4.5,5,"Prima Pils",5.3
"790","Tröegs Brewing Company",1239913486,3.5,4,"German Pilsener",4,4,"Tröegs Sunshine Pils",5.3
"791","Yuengling Brewery ",1052304315,2,3,"American Pale Lager",2.5,1.5,"Yuengling Premium Beer",4.4
"792","Tröegs Brewing Company",1240291401,3.5,3.5,"German Pilsener",3.5,3.5,"Tröegs Sunshine Pils",5.3
"793","Victory Brewing Company",1230044519,3.5,4,"American Double / Imperial IPA",4,4,"Hop Wallop",8.5
"794","Victory Brewing Company",1229755315,3.5,3,"American Barleywine",4,4,"Old Horizontal",11
"795","Victory Brewing Company",1234843813,3,4,"Russian Imperial Stout",4,4,"Storm King Stout",9.1
"796","Tröegs Brewing Company",1187533181,3.5,4,"German Pilsener",4,3.5,"The Drafting Room 13th Anniversary Lager",8
"797","Yuengling Brewery ",1232817821,2,3.5,"American Amber / Red Lager",4,3.5,"Yuengling Traditional Lager",4.4
"798","Tröegs Brewing Company",1285418598,3.5,3.5,"Belgian Strong Dark Ale",3,3.5,"Tröegs Mad Elf",11
"799","Victory Brewing Company",1236202143,4,2.5,"Tripel",4,4,"Golden Monkey",9.5
"800","Victory Brewing Company",1110945116,4.5,4,"German Pilsener",4.5,4.5,"Prima Pils",5.3
"801","Victory Brewing Company",1045329731,4.5,4.5,"Russian Imperial Stout",4.5,4.5,"Storm King Stout",9.1
"802","Voodoo Brewing Company",1224806054,4,3.5,"American IPA",4,4,"4 Seasons IPA",8
"803","Victory Brewing Company",1284060170,4.5,4,"American Barleywine",4,4.5,"Old Horizontal",11
"804","Victory Brewing Company",1257214233,3.5,4.5,"Russian Imperial Stout",4,4,"Storm King Stout",9.1
"805","Victory Brewing Company",1264600127,4,4,"American Black Ale",4,3.5,"Yakima Glory",8.7
"806","Victory Brewing Company",1118923845,3.5,4,"Munich Helles Lager",3.5,3,"Victory Lager",4.8
"807","Yuengling Brewery ",1220460966,3.5,3.5,"Black & Tan",3,3.5,"Yuengling Black & Tan",4.7
"808","Tröegs Brewing Company",1290559578,4,4.5,"Saison / Farmhouse Ale",4,3.5,"Scratch Beer 33 - 2010 (Saison De Mueze)",6
"809","Yuengling Brewery ",1046528174,3,3,"American Pale Ale (APA)",3,3.5,"Lord Chesterfield Ale",5.4
"810","Victory Brewing Company",1249950590,3.5,4,"American Double / Imperial IPA",4.5,4,"Hop Wallop",8.5
"811","Tröegs Brewing Company",1282799016,4,4,"American Barleywine",4.5,4.5,"Flying Mouflan",9.3
"812","Voodoo Brewing Company",1276775259,4,5,"American Double / Imperial Stout",4.5,4,"Big Black Voodoo Daddy",12.5
"813","Victory Brewing Company",1144066495,4,4.5,"Quadrupel (Quad)",3,4,"V-Twelve",12
"814","Victory Brewing Company",1310764202,4,4.5,"American Blonde Ale",4,4,"Summer Love",5.2
"815","Tröegs Brewing Company",1194834170,4.5,4.5,"Oatmeal Stout",4,4,"Scratch Beer 5 - 2007",9.9
"816","Victory Brewing Company",1296933557,4,4,"American Black Ale",4,4.5,"Yakima Glory",8.7
"817","Victory Brewing Company",1154023603,4.5,3.5,"German Pilsener",3.5,4.5,"Prima Pils",5.3
"818","Victory Brewing Company",1254142170,4.5,4,"Saison / Farmhouse Ale",3,3.5,"Helios  (V Saison)",7.5
"819","Tröegs Brewing Company",1167755535,3.5,4,"Doppelbock",3.5,4,"Troegenator Double Bock",8.2
"820","Voodoo Brewing Company",1276348683,4,4.5,"Milk / Sweet Stout",5,4.5,"Cowbell Imperial Oatmeal Milk Stout",8.5
"821","Victory Brewing Company",1102536864,4.5,4,"American Double / Imperial IPA",4,4.5,"Hop Wallop",8.5
"822","Victory Brewing Company",1182356688,3.5,3,"Maibock / Helles Bock",4,4,"St. Boisterous",7.4
"823","Victory Brewing Company",1173498694,4,4,"Tripel",4,4.5,"Golden Monkey",9.5
"824","Tröegs Brewing Company",1284768601,3.5,3.5,"California Common / Steam Beer",4,4,"Scratch Beer 32 - 2010 (Keystone Common)",5.4
"825","Victory Brewing Company",1280702040,4.5,5,"Hefeweizen",4,3,"Sunrise Weiss",5.7
"826","Tröegs Brewing Company",1088465674,4.5,3.5,"Oatmeal Stout",5,4,"Tröegs Oatmeal Stout",7
"827","Yuengling Brewery ",1201054178,3,3.5,"Light Lager",3,3,"Yuengling Light Lager",3.4
"828","Victory Brewing Company",1122298905,4,4.5,"Hefeweizen",3,3,"Sunrise Weiss",5.7
"829","Victory Brewing Company",1034018998,4,4,"Weizenbock",4,4.5,"Moonglow Weizenbock",8.7
"830","Victory Brewing Company",1286771248,3.5,4,"Baltic Porter",3,3.5,"Baltic Thunder",8.5
"831","Victory Brewing Company",1106921315,4.5,4,"Altbier",4,4.5,"Altbier",4.5
"832","Yuengling Brewery ",1314300234,4,3,"American Porter",2.5,2.5,"Yuengling Porter (Dark Brewed)",4.7
"833","Victory Brewing Company",1224446916,4,4.5,"American Pale Ale (APA)",4,4,"Harvest Ale 2008",5.7
"834","Victory Brewing Company",1266641004,4,4,"German Pilsener",4.5,4,"Prima Pils",5.3
"835","Tröegs Brewing Company",1230584530,4,4.5,"Doppelbock",4.5,4.5,"Troegenator Double Bock",8.2
"836","Victory Brewing Company",1144028958,3,3.5,"Munich Helles Lager",3.5,4,"Victory Lager",4.8
"837","Yuengling Brewery ",1112109447,2.5,3,"American Pale Lager",3,2.5,"Yuengling Premium Beer",4.4
"838","Tröegs Brewing Company",1198541934,4,5,"Oatmeal Stout",4.5,4.5,"Scratch Beer 5 - 2007",9.9
"839","Tröegs Brewing Company",1238968359,4,4,"American Amber / Red Ale",4,4,"Tröegs Hopback Amber Ale",6
"840","Victory Brewing Company",1205880253,4.5,4.5,"Russian Imperial Stout",4.5,4.5,"Storm King Stout",9.1
"841","Tröegs Brewing Company",1064764265,4,4.5,"English Brown Ale",4,4,"Tröegs Rugged Trail Nut Brown Ale",4.4
"842","Victory Brewing Company",1260933025,4.5,4,"American Black Ale",4.5,4.5,"Yakima Glory",8.7
"843","Victory Brewing Company",1239569954,4,4.5,"Baltic Porter",4,4,"Baltic Thunder",8.5
"844","Victory Brewing Company",1223345448,3.5,3.5,"Munich Helles Lager",3.5,4,"Victory Lager",4.8
"845","Tröegs Brewing Company",1318712873,4,2,"American IPA",4.5,4,"Tröegs Perpetual IPA",7.5
"846","Tröegs Brewing Company",1274129076,4.5,4,"Belgian IPA",4,4.5,"Scratch Beer 29 - 2010 (NBPA)",7.7
"847","Victory Brewing Company",1227997253,5,4.5,"American Double / Imperial IPA",5,5,"Hop Wallop",8.5
"848","Tröegs Brewing Company",1257425041,4,4.5,"Oatmeal Stout",3.5,4,"Tröegs Java Head Stout",7.5
"849","Victory Brewing Company",1280424889,3.5,3.5,"Russian Imperial Stout",4,4,"Storm King Stout",9.1
"850","Victory Brewing Company",1288579977,4,4,"American Pale Ale (APA)",3.5,4,"Pursuit Of Pale Ale",5
"851","Yuengling Brewery ",1225237445,2.5,3,"American Amber / Red Lager",3.5,3,"Yuengling Traditional Lager",4.4
"852","Victory Brewing Company",1234757531,4,4.5,"Russian Imperial Stout",4.5,4.5,"Storm King Stout",9.1
"853","Victory Brewing Company",1225219556,3,2.5,"German Pilsener",3,3,"Prima Pils",5.3
"854","Victory Brewing Company",1057404370,4,4,"Munich Helles Lager",4,4,"Victory Lager",4.8
"855","Victory Brewing Company",1267883928,3.5,4,"Tripel",3,3,"Golden Monkey",9.5
"856","Tröegs Brewing Company",1160317180,4,4,"Oatmeal Stout",4.5,4,"Tröegs Oatmeal Stout",7
"857","Victory Brewing Company",1169408932,3,2,"Tripel",3,3.5,"Golden Monkey",9.5
"858","Victory Brewing Company",1286668455,3,4,"Weizenbock",4,3.5,"Moonglow Weizenbock",8.7
"859","Victory Brewing Company",1153794272,3.5,4,"Russian Imperial Stout",3,4,"Storm King Stout",9.1
"860","Tröegs Brewing Company",1283739720,3,3.5,"Hefeweizen",3.5,3,"DreamWeaver Wheat",4.8
"861","Victory Brewing Company",1230770445,4,4.5,"American Double / Imperial IPA",4.5,4.5,"Hop Wallop",8.5
"862","Victory Brewing Company",1294022191,4,3.5,"American Black Ale",4,4,"Yakima Glory",8.7
"863","Victory Brewing Company",1296620331,4,4,"Doppelbock",4.5,4,"St. Victorious",7.6
"864","Tröegs Brewing Company",1321053300,3.5,4,"American Amber / Red Ale",4.5,4,"Scratch Beer 52 - 2011 (T2 Ale)",6.9
"865","Victory Brewing Company",1199323984,4.5,4.5,"Russian Imperial Stout",4,4.5,"Storm King Stout",9.1
"866","Victory Brewing Company",1149195260,3.5,3.5,"German Pilsener",3,3.5,"Prima Pils",5.3
"867","Victory Brewing Company",1217871413,4,3,"American Barleywine",4.5,3.5,"Old Horizontal",11
"868","Victory Brewing Company",1019304403,4.5,3.5,"American IPA",4,4.5,"HopDevil Ale",6.7
"869","Yards Brewing Co.",1073350739,3.5,3.5,"English India Pale Ale (IPA)",4,4.5,"India Pale Ale",7
"870","Tröegs Brewing Company",1316819028,4,3.5,"American Porter",3.5,3,"Tröegs Dead Reckoning Porter",5.4
"871","Victory Brewing Company",1208050456,4,4,"American Barleywine",4,4.5,"Old Horizontal",11
"872","Tröegs Brewing Company",1258954756,4.5,4,"American Double / Imperial IPA",4,4.5,"Scratch Beer 20 - 2009",7
"873","Victory Brewing Company",1324995738,3.5,4,"American Barleywine",4,4.5,"Old Horizontal",11
"874","Victory Brewing Company",1210209206,4,4,"American Double / Imperial IPA",4,4.5,"Hop Wallop",8.5
"875","Victory Brewing Company",1200348999,4,4.5,"American Barleywine",4.5,4,"Old Horizontal",11
"876","Tröegs Brewing Company",1274720723,3.5,4,"Maibock / Helles Bock",4.5,4,"Scratch Beer 30 - 2010 (Jerman Bock)",7
"877","Victory Brewing Company",1319582577,2.5,3.5,"Märzen / Oktoberfest",3.5,3.5,"Festbier",5.6
"878","Yards Brewing Co.",1198363481,4,4,"English India Pale Ale (IPA)",3.5,4,"India Pale Ale",7
"879","Tröegs Brewing Company",1248648090,3.5,3.5,"German Pilsener",4,4,"Tröegs Sunshine Pils",5.3
"880","Tröegs Brewing Company",1107178922,4,4.5,"Doppelbock",4.5,4.5,"Troegenator Double Bock",8.2
"881","Yards Brewing Co.",1283216584,4,4,"English India Pale Ale (IPA)",4,4,"India Pale Ale",7
"882","Victory Brewing Company",1074817002,4,3.5,"German Pilsener",4,4.5,"Prima Pils",5.3
"883","Victory Brewing Company",1152759272,4,3.5,"Hefeweizen",4,4,"Sunrise Weiss",5.7
"884","Victory Brewing Company",1238905022,4.5,4,"American IPA",4,4.5,"HopDevil Ale",6.7
"885","Tröegs Brewing Company",1212537664,4,4,"Extra Special / Strong Bitter (ESB)",4,4,"Scratch Beer 11 - 2008",4.9
"886","Tröegs Brewing Company",1166254287,3.5,4,"Belgian Strong Dark Ale",3.5,3.5,"Tröegs Mad Elf",11
"887","Victory Brewing Company",1272235470,3,3.5,"Russian Imperial Stout",4,3,"Storm King Stout",9.1
"888","Tröegs Brewing Company",1295995949,4,4,"Hefeweizen",3,4,"DreamWeaver Wheat",4.8
"889","Victory Brewing Company",1245521901,4,4,"American IPA",4,4.5,"132 Cents IPA",6.8
"890","Victory Brewing Company",1188961257,4,4,"American IPA",4.5,4,"HopDevil Ale",6.7
"891","Tröegs Brewing Company",1264608194,4.5,4.5,"American Amber / Red Ale",3,3,"Tröegs Nugget Nectar",7.5
"892","Yuengling Brewery ",1294959448,2,3.5,"American Pale Lager",3,2,"Yuengling Premium Beer",4.4
"893","Victory Brewing Company",1091976096,3,3,"German Pilsener",3,3,"Prima Pils",5.3
"894","Victory Brewing Company",1198945404,3.5,4,"American Double / Imperial IPA",4,3.5,"Hop Wallop",8.5
"895","Victory Brewing Company",1078975748,3,2.5,"Witbier",4,3.5,"Whirlwind Witbier",5
"896","Victory Brewing Company",1055971190,4,5,"American IPA",4,4,"HopDevil Ale",6.7
"897","Victory Brewing Company",1215297460,3,4,"Baltic Porter",3.5,4,"Baltic Thunder",8.5
"898","Victory Brewing Company",1263217934,4,4,"American Black Ale",4,3.5,"Yakima Glory",8.7
"899","Yuengling Brewery ",1277155003,2.5,4,"American Amber / Red Lager",3,4,"Yuengling Traditional Lager",4.4
"900","Victory Brewing Company",1148682424,4.5,4.5,"Altbier",4,4,"Ten Years Alt",8.5
"901","Victory Brewing Company",1294641868,4.5,4,"English Bitter",4.5,4.5,"Uncle Teddy's Bitter",4
"902","Victory Brewing Company",1169336116,3.5,3.5,"American Barleywine",5,4,"Old Horizontal",11
"903","Victory Brewing Company",1051191424,4.5,4.5,"American IPA",4.5,4.5,"HopDevil Ale",6.7
"904","Victory Brewing Company",1105304575,3,3.5,"American Double / Imperial IPA",4,4,"Hop Wallop",8.5
"905","Victory Brewing Company",1219028643,3.5,4,"Irish Dry Stout",4,4,"Donnybrook Stout",3.7
"906","Yuengling Brewery ",1288213835,2.5,3.5,"American Amber / Red Lager",3.5,3,"Yuengling Traditional Lager",4.4
"907","Tröegs Brewing Company",1154468014,4,4,"Doppelbock",3.5,4,"Troegenator Double Bock",8.2
"908","Yards Brewing Co.",1159201829,4.5,4.5,"Herbed / Spiced Beer",4,4,"Poor Richard's Tavern Spruce Ale",5
"909","Yards Brewing Co.",1198210561,3.5,4,"American Pale Ale (APA)",4.5,4.5,"Philadelphia Pale Ale",4.3
"910","Yards Brewing Co.",1156193538,4,4,"American Pale Ale (APA)",4.5,4.5,"Philadelphia Pale Ale",4.3
"911","Tröegs Brewing Company",1296706747,3.5,3.5,"Belgian Strong Dark Ale",3,3.5,"Tröegs Mad Elf",11
"912","Victory Brewing Company",1124673345,4.5,4,"American IPA",4,4,"HopDevil Ale",6.7
"913","Victory Brewing Company",1042464518,4,4,"German Pilsener",4.5,4,"Prima Pils",5.3
"914","Yuengling Brewery ",1217395783,3.5,3,"American Amber / Red Lager",3,3.5,"Yuengling Traditional Lager",4.4
"915","Victory Brewing Company",1070163300,5,4,"American IPA",4.5,4.5,"HopDevil Ale",6.7
"916","Tröegs Brewing Company",1293765545,4,3.5,"Belgian Strong Dark Ale",3.5,4,"Tröegs Mad Elf",11
"917","Yards Brewing Co.",1139362787,3.5,4,"English Porter",3.5,3.5,"General Washington's Tavern Porter",7
"918","Tröegs Brewing Company",1136956948,4,4.5,"Märzen / Oktoberfest",3.5,3.5,"Tröegs Bavarian Lager",NA
"919","Victory Brewing Company",1196392278,4,4,"American IPA",4.5,4.5,"HopDevil Ale",6.7
"920","Victory Brewing Company",1193868358,4.5,5,"Russian Imperial Stout",5,4.5,"Storm King Stout",9.1
"921","Victory Brewing Company",1294968895,2.5,4,"Russian Imperial Stout",3.5,2.5,"Dark Intrigue",9.1
"922","Tröegs Brewing Company",1313812355,4,4,"American Amber / Red Ale",4.5,4.5,"Tröegs Nugget Nectar",7.5
"923","Tröegs Brewing Company",1219965124,4,4,"Märzen / Oktoberfest",4,4,"Scratch Beer 13 - 2008",NA
"924","Victory Brewing Company",1074539079,4.5,4.5,"Russian Imperial Stout",4.5,5,"Storm King Stout",9.1
"925","Tröegs Brewing Company",1212533181,4,3,"Belgian Strong Pale Ale",4,4,"Scratch Beer 10 - 2008",11
"926","Victory Brewing Company",1264742465,4,4.5,"German Pilsener",4.5,4,"Prima Pils",5.3
"927","Victory Brewing Company",1261692878,4,3.5,"Märzen / Oktoberfest",3.5,3.5,"Festbier",5.6
"928","Victory Brewing Company",1244260299,4,3,"Tripel",3.5,4,"Golden Monkey",9.5
"929","Tröegs Brewing Company",1173671001,4.5,4,"American Amber / Red Ale",4,4.5,"Tröegs Nugget Nectar",7.5
"930","Victory Brewing Company",1097716896,4,4.5,"German Pilsener",4,4,"Prima Pils",5.3
"931","Victory Brewing Company",1200843271,4,4.5,"American Barleywine",4,4,"Old Horizontal",11
"932","Tröegs Brewing Company",1306806956,3.5,4,"Oatmeal Stout",3.5,3.5,"Tröegs Java Head Stout",7.5
"933","Victory Brewing Company",1297475349,3.5,4,"American Black Ale",4,3.5,"Yakima Glory",8.7
"934","Tröegs Brewing Company",1313091387,4.5,4,"American IPA",4,4,"Tröegs Perpetual IPA",7.5
"935","Tröegs Brewing Company",1092515357,3,4,"Doppelbock",3,4,"Troegenator Double Bock",8.2
"936","Victory Brewing Company",1192956098,3.5,3,"Märzen / Oktoberfest",3.5,3.5,"Festbier",5.6
"937","Yuengling Brewery ",1286585898,3,2.5,"American Pale Ale (APA)",2,2.5,"Lord Chesterfield Ale",5.4
"938","Tröegs Brewing Company",1260993277,4,4,"Belgian Strong Pale Ale",4.5,4.5,"Scratch Beer 21 (Naked Elf)",7.8
"939","Yards Brewing Co.",1291176000,4.5,4,"English Porter",4,4.5,"General Washington's Tavern Porter",7
"940","Victory Brewing Company",1119229806,4,3.5,"German Pilsener",4,4,"Prima Pils",5.3
"941","Victory Brewing Company",1178179803,4,3.5,"Russian Imperial Stout",3.5,3.5,"Storm King Stout",9.1
"942","Victory Brewing Company",1054654989,4,4,"Quadrupel (Quad)",4.5,4,"V-Twelve",12
"943","Victory Brewing Company",1154111860,4,4.5,"American IPA",3.5,4,"HopDevil Ale",6.7
"944","Yuengling Brewery ",1209915104,3.5,4,"American Amber / Red Lager",3,4,"Yuengling Traditional Lager",4.4
"945","Victory Brewing Company",1075075315,4.5,5,"Russian Imperial Stout",5,4.5,"Storm King Stout",9.1
"946","Victory Brewing Company",1271547432,4,4,"German Pilsener",4,4,"Prima Pils",5.3
"947","Tröegs Brewing Company",1242873162,3.5,3.5,"Belgian Strong Dark Ale",3.5,4.5,"Tröegs Mad Elf",11
"948","Victory Brewing Company",1316869398,4,4,"Quadrupel (Quad)",4,4,"V-Twelve",12
"949","Victory Brewing Company",1303299460,2.5,3,"Russian Imperial Stout",1,4.5,"Dark Intrigue",9.1
"950","Victory Brewing Company",1260571468,3,4,"American Black Ale",3,2,"Yakima Glory",8.7
"951","Victory Brewing Company",1287094798,3,3.5,"German Pilsener",3.5,3.5,"Prima Pils",5.3
"952","Tröegs Brewing Company",1308547924,3.5,3.5,"Roggenbier",3,3.5,"Scratch Beer 28 - 2010 (Troggen Roggen)",6.1
"953","Tröegs Brewing Company",1262150942,4,4,"Oatmeal Stout",4,4.5,"Tröegs Java Head Stout",7.5
"954","Victory Brewing Company",1234827066,5,5,"American Double / Imperial IPA",4,4,"Hop Wallop",8.5
"955","Tröegs Brewing Company",1252634960,3,4,"American Porter",4,4,"Tröegs Dead Reckoning Porter",5.4
"956","Victory Brewing Company",1240980865,3,5,"Russian Imperial Stout",4,4.5,"Storm King Stout",9.1
"957","Yuengling Brewery ",1091835787,3,4,"American Amber / Red Lager",3,3.5,"Yuengling Traditional Lager",4.4
"958","Victory Brewing Company",1261013767,4,4.5,"American Black Ale",4.5,4.5,"Yakima Glory",8.7
