"reviewer","time","brewery","name","style","abv","aroma","appearance","palate","taste","overall","total","average"
"Biscuit033",2007-12-07 16:57:31,"Yuengling Brewery","Yuengling Traditional Lager","American Amber / Red Lager",4.4,2.5,4,3,3,4,16.5,3.3
"SMark",2007-12-07 21:06:32,"Victory Brewing Company","Prima Pils","German Pilsener",5.3,4,3.5,3.5,3.5,3.5,18,3.6
"tfuchs",2007-12-08 09:44:45,"Victory Brewing Company","HopDevil Ale","American IPA",6.7,4,4.5,5,3.5,4,21,4.2
"MikeCrime",2007-12-09 00:10:20,"Victory Brewing Company","Golden Monkey","Tripel",9.5,1,2,1,1,1,6,1.2
"dnichols",2007-12-10 13:00:38,"Victory Brewing Company","Golden Monkey","Tripel",9.5,4.5,3.5,4.5,4,4,20.5,4.1
"csmiley",2007-12-10 22:43:07,"Troegs Brewing Company","Troegenator Double Bock","Doppelbock",8.2,4,3,4,4,4.5,19.5,3.9
"jmalex",2007-12-13 19:35:01,"Victory Brewing Company","Moonglow Weizenbock","Weizenbock",8.7,4,3.5,4,3,3.5,18,3.6
"Tolann",2007-12-16 22:56:03,"Victory Brewing Company","Hop Wallop","American Double / Imperial IPA",8.5,4,3.5,4,4.5,4.5,20.5,4.1
"letsgopens",2007-12-20 23:16:01,"Yards Brewing Company","Philadelphia Pale Ale","American Pale Ale (APA)",4.3,3.5,4,4.5,4.5,5,21.5,4.3
"Beerbuddha",2007-12-21 15:01:11,"Troegs Brewing Company","Troegs Dead Reckoning Porter","American Porter",5.4,4,4,4,4,4,20,4
"thefireman",2007-12-22 17:44:41,"Yards Brewing Company","India Pale Ale","English India Pale Ale (IPA)",7,4,4,3.5,4,4,19.5,3.9
"Biscuit033",2007-12-24 19:18:54,"Troegs Brewing Company","Scratch Beer 5 - 2007","Oatmeal Stout",9.9,4,5,4.5,4.5,4,22,4.4
"GratefulBeerGuy",2007-12-26 17:08:55,"Victory Brewing Company","Old Horizontal","American Barleywine",11,4,3.5,4,4,3.5,19,3.8
"OWSLEY069",2007-12-28 15:28:41,"Troegs Brewing Company","Troegs Mad Elf","Belgian Strong Dark Ale",11,4,4,4,4,4,20,4
"pittvkyle7",2007-12-29 11:23:24,"Victory Brewing Company","Hop Wallop","American Double / Imperial IPA",8.5,3.5,4,4,3.5,3,18,3.6
"beercap",2007-12-31 19:12:12,"Victory Brewing Company","Golden Monkey","Tripel",9.5,4.5,3,3.5,4.5,4,19.5,3.9
"dsa7783",2008-01-02 20:33:04,"Victory Brewing Company","Storm King Stout","Russian Imperial Stout",9.1,4.5,4.5,4,4.5,3.5,21,4.2
"Zorro",2008-01-03 22:01:08,"Troegs Brewing Company","Scratch Beer 4 - 2007","American Barleywine",9.4,4,4.5,4.5,4,4,21,4.2
"meechum",2008-01-06 19:30:38,"Victory Brewing Company","Storm King Stout","Russian Imperial Stout",9.1,4.5,4.5,4.5,4.5,4,22,4.4
"Hopoholic",2008-01-06 21:06:28,"Victory Brewing Company","HopDevil Ale","American IPA",6.7,3,4,4,4.5,4.5,20,4
"DIM",2008-01-07 14:18:49,"Victory Brewing Company","Hop Wallop","American Double / Imperial IPA",8.5,4.5,4,3.5,3,3,18,3.6
"thechamp",2008-01-08 10:52:11,"Yuengling Brewery","Yuengling Traditional Lager","American Amber / Red Lager",4.4,2,3,3,4,4.5,16.5,3.3
"Phocion",2008-01-08 18:53:19,"Victory Brewing Company","HopDevil Ale","American IPA",6.7,4.5,4.5,4,3.5,4,20.5,4.1
"joepais",2008-01-10 21:12:50,"Victory Brewing Company","Storm King Stout","Russian Imperial Stout",9.1,3,4,4,3,3,17,3.4
"Morey",2008-01-11 19:55:35,"Yards Brewing Company","Yards Saison","Saison / Farmhouse Ale",6.5,3,3,3,3.5,3,15.5,3.1
"jdmorgan",2008-01-12 00:10:22,"Victory Brewing Company","HopDevil Ale","American IPA",6.7,4,4,4,4.5,3.5,20,4
"mjuthewise",2008-01-13 01:02:34,"Yuengling Brewery","Yuengling Traditional Lager","American Amber / Red Lager",4.4,3,3.5,4,3,3,16.5,3.3
"nickfl",2008-01-13 22:05:34,"Victory Brewing Company","Sunrise Weiss","Hefeweizen",5.7,4.5,5,4,4,5,22.5,4.5
"elmore",2008-01-13 22:47:36,"Victory Brewing Company","Storm King Stout","Russian Imperial Stout",9.1,3.5,4.5,4,4.5,4.5,21,4.2
"NCBeernut",2008-01-14 17:16:39,"Victory Brewing Company","Old Horizontal","American Barleywine",11,4,4.5,4.5,4,4.5,21.5,4.3
"plaid75",2008-01-17 20:22:50,"Troegs Brewing Company","Scratch Beer 4 - 2007","American Barleywine",9.4,4,4,4,4.5,4,20.5,4.1
"Finn",2008-01-19 23:50:30,"Troegs Brewing Company","Troegs Hopback Amber Ale","American Amber / Red Ale",6,4,4,4,4.5,4.5,21,4.2
"Taelec",2008-01-20 10:34:31,"Victory Brewing Company","Old Horizontal","American Barleywine",11,4,4.5,4,4,4,20.5,4.1
"jctribe25",2008-01-20 17:30:21,"Troegs Brewing Company","Troegs Hopback Amber Ale","American Amber / Red Ale",6,4,4,4,4.5,4,20.5,4.1
"stopbarking",2008-01-22 02:55:31,"Troegs Brewing Company","Troegs Nugget Nectar","American Amber / Red Ale",7.5,4.5,4.5,4,4,5,22,4.4
"DrJay",2008-01-22 21:09:38,"Yuengling Brewery","Yuengling Light Lager","Light Lager",3.4,3,3.5,3,3,3.5,16,3.2
"DrJay",2008-01-22 21:13:08,"Yuengling Brewery","Yuengling Traditional Lager","American Amber / Red Lager",4.4,3,3.5,3,3.5,3.5,16.5,3.3
"EGledhill",2008-01-24 16:59:54,"Troegs Brewing Company","Troegs Mad Elf","Belgian Strong Dark Ale",11,4,3.5,3.5,4,4,19,3.8
"jjayjaye",2008-01-24 17:40:11,"Victory Brewing Company","Storm King Stout","Russian Imperial Stout",9.1,4.5,4,4.5,4.5,4,21.5,4.3
"Neehan",2008-01-24 20:57:28,"Victory Brewing Company","Old Horizontal","American Barleywine",11,5,4,3.5,4,3,19.5,3.9
"kkipple",2008-01-24 23:53:53,"Troegs Brewing Company","Troegenator Double Bock","Doppelbock",8.2,3.5,2.5,4.5,4,4,18.5,3.7
"beergeekjoey",2008-01-25 20:26:49,"Victory Brewing Company","Baltic Thunder","Baltic Porter",8.5,4,3.5,4,3,3,17.5,3.5
"CHADMC3",2008-01-25 21:38:13,"Troegs Brewing Company","DreamWeaver Wheat","Hefeweizen",4.8,4,3.5,4,4,4.5,20,4
"Yvaithe",2008-01-27 09:22:50,"Yards Brewing Company","Thomas Jefferson's Tavern Ale","English Strong Ale",8,3,4,3.5,3,3,16.5,3.3
"SpencerT",2008-01-27 11:17:39,"Victory Brewing Company","Storm King Stout","Russian Imperial Stout",9.1,4.5,4,4.5,4,4.5,21.5,4.3
"shertz",2008-01-27 16:35:08,"Troegs Brewing Company","Troegs Nugget Nectar","American Amber / Red Ale",7.5,5,5,4.5,5,4.5,24,4.8
"jasonjlewis",2008-01-28 02:02:13,"Troegs Brewing Company","Troegs Dead Reckoning Porter","American Porter",5.4,4,4.5,4,4,4.5,21,4.2
"m1ked",2008-01-31 22:28:45,"Victory Brewing Company","Hop Wallop","American Double / Imperial IPA",8.5,3.5,4,4,4,4,19.5,3.9
"GClarkage",2008-02-02 11:38:03,"Troegs Brewing Company","Troegs Oatmeal Stout","Oatmeal Stout",7,4.5,4.5,4,4.5,4.5,22,4.4
"rock082082",2008-02-02 17:11:25,"Troegs Brewing Company","Troegs Nugget Nectar","American Amber / Red Ale",7.5,5,5,5,5,5,25,5
"Marcus6679",2008-02-03 13:06:37,"Troegs Brewing Company","Troegs Hopback Amber Ale","American Amber / Red Ale",6,4.5,4,4,4.5,4.5,21.5,4.3
"FtownThrowDown",2008-02-07 10:07:41,"Victory Brewing Company","Golden Monkey","Tripel",9.5,2.5,3.5,4,3.5,3,16.5,3.3
"ZimZamZoom",2008-02-07 18:34:11,"Victory Brewing Company","Storm King Stout","Russian Imperial Stout",9.1,4.5,4,4.5,4,4,21,4.2
"Gavage",2008-02-08 07:11:43,"Victory Brewing Company","Baltic Thunder","Baltic Porter",8.5,4,4,3.5,4,4,19.5,3.9
"NoLiberty",2008-02-09 19:44:42,"Yards Brewing Company","Pynk","Lambic - Fruit",4.5,4,4,4,3.5,4.5,20,4
"jglenn49",2008-02-09 22:36:10,"Troegs Brewing Company","Troegs Mad Elf","Belgian Strong Dark Ale",11,4.5,4,4.5,4.5,4,21.5,4.3
"PhageLab",2008-02-11 09:44:37,"Troegs Brewing Company","Troegs Nugget Nectar","American Amber / Red Ale",7.5,3.5,4.5,4,4.5,5,21.5,4.3
"Riverwarrior",2008-02-11 22:13:46,"Victory Brewing Company","Moonglow Weizenbock","Weizenbock",8.7,4,4,4,4.5,4.5,21,4.2
"slvrmon82",2008-02-12 01:06:59,"Troegs Brewing Company","Troegs Nugget Nectar","American Amber / Red Ale",7.5,5,4,4,5,4.5,22.5,4.5
"jeremy13586",2008-02-18 01:33:04,"Victory Brewing Company","Golden Monkey","Tripel",9.5,4.5,4,4,4,4,20.5,4.1
"aerozeppl",2008-02-18 09:36:50,"Troegs Brewing Company","Troegs Pale Ale","American Pale Ale (APA)",5.4,3.5,3.5,3.5,4,4.5,19,3.8
"wheelinshirt",2008-02-19 08:11:18,"Victory Brewing Company","Storm King Stout","Russian Imperial Stout",9.1,4,4.5,4.5,4,4.5,21.5,4.3
"JoeyBeerBelly",2008-02-19 20:27:21,"Troegs Brewing Company","Scratch Beer 5 - 2007","Oatmeal Stout",9.9,4,4,4,4.5,4,20.5,4.1
"Homer7530",2008-02-21 22:12:39,"Yuengling Brewery","Yuengling Traditional Lager","American Amber / Red Lager",4.4,3,4,4,3,4.5,18.5,3.7
"dyan",2008-02-22 18:13:37,"Troegs Brewing Company","Scratch Beer 6 - 2007","Dortmunder / Export Lager",5.1,4,4,4,3.5,5,20.5,4.1
"AustinBeerLvr",2008-02-27 00:42:43,"Victory Brewing Company","Storm King Stout","Russian Imperial Stout",9.1,4.5,4.5,4,4.5,4,21.5,4.3
"wyattearp",2008-02-27 17:39:39,"Troegs Brewing Company","Troegs Nugget Nectar","American Amber / Red Ale",7.5,5,4,4,4.5,4,21.5,4.3
"SirChugsAlot",2008-02-28 18:57:42,"Victory Brewing Company","Storm King Stout","Russian Imperial Stout",9.1,4.5,4,4,4,4.5,21,4.2
"AltBock",2008-03-02 14:08:48,"Victory Brewing Company","Baltic Thunder","Baltic Porter",8.5,4,4,5,4.5,4.5,22,4.4
"Kraken",2008-03-08 00:44:17,"Victory Brewing Company","HopDevil Ale","American IPA",6.7,3,4,2,3.5,4,16.5,3.3
"Rootdog316",2008-03-09 21:36:05,"Troegs Brewing Company","Troegs Hopback Amber Ale","American Amber / Red Ale",6,4,4,4.5,4,4,20.5,4.1
"joezak5",2008-03-16 00:08:53,"Troegs Brewing Company","Troegs Nugget Nectar","American Amber / Red Ale",7.5,5,4.5,5,5,5,24.5,4.9
"orangemoustache",2008-03-16 19:48:37,"Victory Brewing Company","Storm King Stout","Russian Imperial Stout",9.1,4,4,4.5,4.5,4.5,21.5,4.3
"mecell2000",2008-03-17 21:22:23,"Victory Brewing Company","Old Horizontal","American Barleywine",11,4,4,4,4.5,4,20.5,4.1
"SurlyDuff",2008-03-18 18:44:13,"Victory Brewing Company","Storm King Stout","Russian Imperial Stout",9.1,4.5,4.5,4.5,4.5,4.5,22.5,4.5
"Floydster",2008-03-19 12:05:34,"Victory Brewing Company","Storm King Stout","Russian Imperial Stout",9.1,3.5,4.5,3.5,5,4,20.5,4.1
"DIM",2008-03-25 07:47:32,"Troegs Brewing Company","Scratch Beer 8 - 2008","Tripel",10.1,4.5,4,4.5,4,4,21,4.2
"Suds",2008-03-29 18:35:12,"Troegs Brewing Company","Troegs Rugged Trail Nut Brown Ale","English Brown Ale",4.4,3.5,4,4,4,4,19.5,3.9
"TheyLive",2008-03-29 18:42:54,"Victory Brewing Company","Whirlwind Witbier","Witbier",5,4,3,3,3.5,4.5,18,3.6
"Boppar",2008-04-01 00:54:25,"Victory Brewing Company","Old Horizontal","American Barleywine",11,4,3.5,4,4,3,18.5,3.7
"becktone",2008-04-03 15:23:17,"Victory Brewing Company","Hop Wallop","American Double / Imperial IPA",8.5,4.5,4.5,4,4.5,4.5,22,4.4
"joekfsu",2008-04-03 18:49:16,"Victory Brewing Company","Prima Pils","German Pilsener",5.3,4,4,3,3.5,4,18.5,3.7
"BeerSox",2008-04-04 19:52:26,"Victory Brewing Company","Victory Lager","Munich Helles Lager",4.8,3.5,3.5,3.5,4,4,18.5,3.7
"bltzburgh",2008-04-04 22:57:00,"Yuengling Brewery","Yuengling Traditional Lager","American Amber / Red Lager",4.4,3,3.5,2.5,3,2.5,14.5,2.9
"ColoradoBobs",2008-04-05 00:14:23,"Victory Brewing Company","Golden Monkey","Tripel",9.5,4,3.5,4,4,3.5,19,3.8
"madmanjf",2008-04-11 15:56:53,"Victory Brewing Company","Hop Wallop","American Double / Imperial IPA",8.5,3,5,4.5,4.5,4.5,21.5,4.3
"MaltyGoodness",2008-04-11 21:37:31,"Victory Brewing Company","Baltic Thunder","Baltic Porter",8.5,3.5,3.5,4,4,4,19,3.8
"kindacold",2008-04-12 21:34:16,"Victory Brewing Company","Old Horizontal","American Barleywine",11,4,4,4,4.5,4,20.5,4.1
"hyland24",2008-04-14 23:15:36,"Troegs Brewing Company","Troegs Rugged Trail Nut Brown Ale","English Brown Ale",4.4,4.5,4,3,4.5,4,20,4
"mikesgroove",2008-04-15 19:40:58,"Troegs Brewing Company","Scratch Beer 4 - 2007","American Barleywine",9.4,4,4.5,4.5,5,5,23,4.6
"beerbutcher",2008-04-16 23:15:34,"Victory Brewing Company","Moonglow Weizenbock","Weizenbock",8.7,4.5,4,4,4,4.5,21,4.2
"RBorsato",2008-04-18 16:13:53,"Victory Brewing Company","V-Ten","Belgian Strong Dark Ale",10,2.5,2.5,2.5,2.5,2,12,2.4
"Proteus93",2008-04-19 17:41:52,"Victory Brewing Company","St. Victorious","Doppelbock",7.6,4.5,3.5,4,4.5,4,20.5,4.1
"KI9A",2008-04-20 17:06:25,"Yuengling Brewery","Yuengling Traditional Lager","American Amber / Red Lager",4.4,3,3,4,4,3.5,17.5,3.5
"pershan",2008-04-22 20:40:35,"Victory Brewing Company","Abbey Six","Belgian Pale Ale",6,4,4,3.5,4.5,4.5,20.5,4.1
"Umbra",2008-04-25 10:30:55,"Troegs Brewing Company","Troegs Nugget Nectar","American Amber / Red Ale",7.5,4.5,4,4,5,5,22.5,4.5
"IronCitySteve",2008-04-25 13:55:10,"Troegs Brewing Company","Troegs Nugget Nectar","American Amber / Red Ale",7.5,4.5,5,4.5,5,5,24,4.8
"umtox",2008-04-26 01:46:12,"Victory Brewing Company","Prima Pils","German Pilsener",5.3,2,3.5,3,3.5,3,15,3
"Dodo2step",2008-05-03 16:17:34,"Troegs Brewing Company","Troegs Hopback Amber Ale","American Amber / Red Ale",6,4,4.5,3.5,4,4,20,4
"muddah37",2008-05-03 19:30:14,"Voodoo Brewing Company","Voodoo Love Child","Belgian Strong Pale Ale",10.5,5,4.5,4.5,4.5,5,23.5,4.7
"CrossArmant",2008-05-04 11:31:44,"Yuengling Brewery","Yuengling Traditional Lager","American Amber / Red Lager",4.4,3.5,4,3,4,4,18.5,3.7
"Ben4881",2008-05-04 23:09:11,"Victory Brewing Company","HopDevil Ale","American IPA",6.7,4,3.5,4,4.5,4.5,20.5,4.1
"rodcom",2008-05-05 08:36:52,"Victory Brewing Company","HopDevil Ale","American IPA",6.7,4.5,4,4.5,4.5,4.5,22,4.4
"Hoagie1973",2008-05-05 18:06:06,"Yuengling Brewery","Yuengling Traditional Lager","American Amber / Red Lager",4.4,2,3,2.5,1,1,9.5,1.9
"tinman1940",2008-05-06 23:46:33,"Troegs Brewing Company","Troegs Nugget Nectar","American Amber / Red Ale",7.5,4,4,4,4.5,4,20.5,4.1
"aerozeppl",2008-05-07 18:34:06,"Victory Brewing Company","Hop Wallop","American Double / Imperial IPA",8.5,4,4,4,4,4,20,4
"Rootdog316",2008-05-07 19:15:50,"Troegs Brewing Company","Troegs Sunshine Pils","German Pilsener",5.3,4,3.5,3.5,3.5,3.5,18,3.6
"ZimZamZoom",2008-05-07 21:13:26,"Victory Brewing Company","Hop Wallop","American Double / Imperial IPA",8.5,4,4,4,4.5,4,20.5,4.1
"BeerImmediately",2008-05-07 21:36:45,"Victory Brewing Company","Storm King Stout","Russian Imperial Stout",9.1,4.5,4,5,4.5,4.5,22.5,4.5
"Hokies",2008-05-08 23:50:01,"Victory Brewing Company","Golden Monkey","Tripel",9.5,3,4,3,3,3.5,16.5,3.3
"ruckzuck",2008-05-18 15:42:20,"Victory Brewing Company","Uncle Teddy's Bitter","English Bitter",4,4,4.5,4,4,4,20.5,4.1
"baseballrock",2008-05-22 02:17:03,"Victory Brewing Company","HopDevil Ale","American IPA",6.7,4.5,4,4.5,4,4,21,4.2
"Brad007",2008-05-24 12:19:04,"Victory Brewing Company","Victory Lager","Munich Helles Lager",4.8,3.5,4,3.5,3.5,4,18.5,3.7
"DrJay",2008-05-24 18:59:22,"Troegs Brewing Company","Scratch Beer 11 - 2008","Extra Special / Strong Bitter (ESB)",4.9,4,4,3.5,4,4.5,20,4
"thequeen711",2008-05-31 22:22:32,"Victory Brewing Company","Ten Years Alt","Altbier",8.5,3,3.5,3,3.5,3.5,16.5,3.3
"ZimZamZoom",2008-06-03 14:30:23,"Victory Brewing Company","Victory Lager","Munich Helles Lager",4.8,3.5,3.5,4,3.5,4,18.5,3.7
"number1bum",2008-06-03 18:46:21,"Troegs Brewing Company","Scratch Beer 10 - 2008","Belgian Strong Pale Ale",11,4,3,4,4,4,19,3.8
"dashirey",2008-06-03 20:01:04,"Troegs Brewing Company","Scratch Beer 11 - 2008","Extra Special / Strong Bitter (ESB)",4.9,4,4,4,4,4.5,20.5,4.1
"ABCJiugui",2008-06-05 20:40:48,"Victory Brewing Company","Ten Years Alt","Altbier",8.5,3.5,3.5,4,4,4,19,3.8
"BamaBeerBuff",2008-06-08 21:54:42,"Troegs Brewing Company","Troegs Nugget Nectar","American Amber / Red Ale",7.5,4.5,5,4.5,4.5,5,23.5,4.7
"NJpadreFan",2008-06-12 16:35:16,"Yuengling Brewery","Yuengling Light Lager","Light Lager",3.4,2.5,3,3,3,3,14.5,2.9
"hellcatsjg",2008-06-13 23:40:59,"Troegs Brewing Company","Troegs Pale Ale","American Pale Ale (APA)",5.4,3.5,4,4,3.5,4,19,3.8
"marcpal",2008-06-15 09:52:51,"Troegs Brewing Company","Scratch Beer 11 - 2008","Extra Special / Strong Bitter (ESB)",4.9,4,4.5,3.5,4.5,5,21.5,4.3
"number1bum",2008-06-20 15:37:46,"Troegs Brewing Company","Scratch Beer 11 - 2008","Extra Special / Strong Bitter (ESB)",4.9,4,4.5,3.5,3.5,3.5,19,3.8
"Med",2008-06-20 20:10:28,"Troegs Brewing Company","The Drafting Room 14th Anniversary Ale","American IPA",6.5,4.5,4,4,4,4.5,21,4.2
"Tbn2",2008-06-24 10:46:41,"Troegs Brewing Company","Troegs Hopback Amber Ale","American Amber / Red Ale",6,4,4.5,4.5,5,4.5,22.5,4.5
"beerthulhu",2008-06-24 18:48:53,"Yuengling Brewery","Yuengling Traditional Lager","American Amber / Red Lager",4.4,3,3.5,3,3,3,15.5,3.1
"TheBCrew",2008-06-25 12:01:34,"Troegs Brewing Company","Scratch Beer 12 - 2008","American IPA",6.5,4.5,3.5,4,4.5,4,20.5,4.1
"tayner",2008-06-30 17:24:41,"Victory Brewing Company","Golden Monkey","Tripel",9.5,3,2.5,3,3,3.5,15,3
"JDV",2008-06-30 18:15:53,"Troegs Brewing Company","Scratch Beer 2 - 2007","American Porter",5.9,3.5,3,3,3.5,3.5,16.5,3.3
"Risser09",2008-07-03 08:15:34,"Troegs Brewing Company","Scratch Beer 12 - 2008","American IPA",6.5,4.5,5,4.5,4.5,5,23.5,4.7
"LumpyGuitar",2008-07-05 18:37:40,"Victory Brewing Company","Baltic Thunder","Baltic Porter",8.5,3,4,3.5,4,3.5,18,3.6
"bkilpatr",2008-07-12 11:45:13,"Troegs Brewing Company","Troegs Hopback Amber Ale","American Amber / Red Ale",6,4,4,4,3,4,19,3.8
"Reagan1984",2008-07-12 16:10:41,"Victory Brewing Company","Storm King Stout","Russian Imperial Stout",9.1,4,4.5,4,4.5,4.5,21.5,4.3
"brentk56",2008-07-12 19:12:39,"Victory Brewing Company","St. Boisterous","Maibock / Helles Bock",7.4,4,4,4,4.5,4,20.5,4.1
"RblWthACoz",2008-07-13 14:50:39,"Victory Brewing Company","Scarlet Fire Rauchbier","Rauchbier",6.1,4,4,4,4,4.5,20.5,4.1
"Jwale73",2008-07-15 21:58:02,"Troegs Brewing Company","Troegs Hopback Amber Ale","American Amber / Red Ale",6,4,3.5,4,4,4,19.5,3.9
"orcasteve",2008-07-16 14:21:41,"Victory Brewing Company","Baltic Thunder","Baltic Porter",8.5,3,3,3,3,3,15,3
"mhewes",2008-07-21 11:13:36,"Yuengling Brewery","Yuengling Traditional Lager","American Amber / Red Lager",4.4,3.5,3.5,3.5,3.5,3.5,17.5,3.5
"maximum12",2008-07-29 23:28:11,"Victory Brewing Company","Storm King Stout","Russian Imperial Stout",9.1,3,3.5,3.5,3,3,16,3.2
"yunggunn2k1",2008-07-30 01:29:43,"Yuengling Brewery","Yuengling Traditional Lager","American Amber / Red Lager",4.4,3.5,3,3,3.5,4,17,3.4
"pwoods",2008-07-30 21:57:37,"Victory Brewing Company","Baltic Thunder","Baltic Porter",8.5,4,4,4.5,4.5,4,21,4.2
"BEERchitect",2008-07-30 23:13:35,"Victory Brewing Company","Old Horizontal","American Barleywine",11,4,4,4,4.5,4,20.5,4.1
"barleywinefiend",2008-07-31 20:19:05,"Troegs Brewing Company","Troegenator Double Bock","Doppelbock",8.2,3.5,3.5,3.5,3.5,3.5,17.5,3.5
"irishtimepiece",2008-08-04 13:36:53,"Victory Brewing Company","Old Horizontal","American Barleywine",11,4,3,4.5,3.5,3.5,18.5,3.7
"bkilpatr",2008-08-06 22:20:35,"Victory Brewing Company","Baltic Thunder","Baltic Porter",8.5,4,3,4,4,4,19,3.8
"nrpellegrini",2008-08-09 04:23:28,"Victory Brewing Company","Ten Years Alt","Altbier",8.5,2,3.5,1,1,1,8.5,1.7
"beerthulhu",2008-08-09 09:26:25,"Voodoo Brewing Company","Voodoo Love Child","Belgian Strong Pale Ale",10.5,4,4,3.5,4,3.5,19,3.8
"Donnie2112",2008-08-10 18:11:00,"Troegs Brewing Company","Scratch Beer 10 - 2008","Belgian Strong Pale Ale",11,4,3.5,4,4,4,19.5,3.9
"MSchae1017",2008-08-11 21:37:29,"Victory Brewing Company","Prima Pils","German Pilsener",5.3,4,4,4,4.5,4.5,21,4.2
"jordoo",2008-08-12 15:36:59,"Yuengling Brewery","Yuengling Porter (Dark Brewed)","American Porter",4.7,2.5,4,3,3,3.5,16,3.2
"PatrickJR",2008-08-13 15:15:23,"Yuengling Brewery","Yuengling Porter (Dark Brewed)","American Porter",4.7,4,4,3,3.5,4,18.5,3.7
"fitzy84",2008-08-14 20:15:46,"Victory Brewing Company","V-Saison","Saison / Farmhouse Ale",7.5,5,3.5,4,4,4,20.5,4.1
"gonzo46and2",2008-08-17 17:30:17,"Yuengling Brewery","Yuengling Traditional Lager","American Amber / Red Lager",4.4,3.5,3.5,3.5,3.5,4.5,18.5,3.7
"jwhawkins81",2008-08-17 23:04:03,"Victory Brewing Company","Donnybrook Stout","Irish Dry Stout",3.7,3.5,4,4,4,4.5,20,4
"roan22",2008-08-18 16:48:15,"Victory Brewing Company","Braumeister Harvest Pils","German Pilsener",6.1,4,4.5,5,4.5,5,23,4.6
"gpogo",2008-08-19 17:10:04,"Yuengling Brewery","Lord Chesterfield Ale","American Pale Ale (APA)",5.4,2.5,3,3,2.5,1.5,12.5,2.5
"armock",2008-08-19 20:01:26,"Troegs Brewing Company","Troegs Rugged Trail Nut Brown Ale","English Brown Ale",4.4,4,4,3.5,3.5,4,19,3.8
"kzoobrew",2008-08-21 18:27:18,"Victory Brewing Company","Golden Monkey","Tripel",9.5,3.5,3,3.5,3.5,3.5,17,3.4
"changeup45",2008-08-23 18:07:42,"Yuengling Brewery","Lord Chesterfield Ale","American Pale Ale (APA)",5.4,2,3,2.5,2,2.5,12,2.4
"Deuane",2008-08-28 19:12:04,"Troegs Brewing Company","Scratch Beer 13 - 2008","Marzen / Oktoberfest",5.6,4,4,4,4,4.5,20.5,4.1
"akorsak",2008-08-29 15:02:25,"Troegs Brewing Company","Scratch Beer 13 - 2008","Marzen / Oktoberfest",5.6,4,3.5,3.5,4,4,19,3.8
"lionking",2008-08-31 08:50:38,"Yuengling Brewery","Yuengling Porter (Dark Brewed)","American Porter",4.7,3,4,3,3,4,17,3.4
"SPLITGRIN",2008-08-31 17:09:49,"Victory Brewing Company","Prima Pils","German Pilsener",5.3,4,4,4.5,4,4.5,21,4.2
"bonbini26",2008-09-01 15:02:44,"Victory Brewing Company","HopDevil Ale","American IPA",6.7,4.5,4,4.5,4.5,5,22.5,4.5
"akronzipfan",2008-09-03 12:56:06,"Yuengling Brewery","Yuengling Black & Tan","Black & Tan",4.7,3.5,3.5,3,3.5,3,16.5,3.3
"biggred1",2008-09-03 16:29:57,"Victory Brewing Company","Prima Pils","German Pilsener",5.3,4.5,4.5,4,4.5,4.5,22,4.4
"Slynger",2008-09-08 19:27:50,"Troegs Brewing Company","Troegs Nugget Nectar","American Amber / Red Ale",7.5,4.5,4.5,4.5,4.5,4.5,22.5,4.5
"elniko",2008-09-08 20:48:55,"Victory Brewing Company","HopDevil Ale","American IPA",6.7,5,4,4,4,4,21,4.2
"SiriusAth",2008-09-09 01:23:30,"Victory Brewing Company","Festbier","Marzen / Oktoberfest",5.6,4,3.5,4,4,4,19.5,3.9
"MuenchenerKindl",2008-09-10 15:41:17,"Troegs Brewing Company","Scratch Beer 6 - 2007","Dortmunder / Export Lager",5.1,4.5,4.5,4.5,4.5,5,23,4.6
"FtownThrowDown",2008-09-10 19:54:08,"Troegs Brewing Company","Troegenator Double Bock","Doppelbock",8.2,3,4,4.5,3,4,18.5,3.7
"gabeerfan",2008-09-11 20:35:03,"Victory Brewing Company","Festbier","Marzen / Oktoberfest",5.6,4,4,4,4,4,20,4
"eljefe21",2008-09-12 18:18:15,"Victory Brewing Company","Festbier","Marzen / Oktoberfest",5.6,3,4.5,3.5,3.5,3.5,18,3.6
"jwinship83",2008-09-13 22:39:51,"Victory Brewing Company","V-Twelve","Quadrupel (Quad)",12,4.5,5,4.5,4.5,4.5,23,4.6
"SPLITGRIN",2008-09-17 14:58:01,"Yuengling Brewery","Yuengling Porter (Dark Brewed)","American Porter",4.7,3.5,4.5,3.5,3,3.5,18,3.6
"ljbrisson",2008-09-17 21:30:10,"Troegs Brewing Company","Troegs Dead Reckoning Porter","American Porter",5.4,4,4,3.5,3.5,3.5,18.5,3.7
"WesWes",2008-09-18 17:39:07,"Victory Brewing Company","Donnybrook Stout","Irish Dry Stout",3.7,4,4,4,4.5,4.5,21,4.2
"jourdanUGA",2008-09-18 20:37:02,"Victory Brewing Company","Storm King Stout","Russian Imperial Stout",9.1,4.5,4,4,4,3.5,20,4
"morimech",2008-09-20 15:10:07,"Victory Brewing Company","Festbier","Marzen / Oktoberfest",5.6,3.5,4,4.5,3.5,4,19.5,3.9
"fejlar027",2008-09-24 15:58:57,"Victory Brewing Company","Prima Pils","German Pilsener",5.3,4,4,4,4.5,4.5,21,4.2
